ID_Venda;Data;ID_Produto;ID_Cliente;Qtd
12869;2023-08-13 00:00:00;P-011;58;2
12870;2023-05-14 00:00:00;P-013;34;2
12871;2023-09-08 00:00:00; P-016 ;80;4
12872;2023-08-07 00:00:00; P-018 ;78;4
12873;2023-04-01 00:00:00;P-017;53;2
12874;2023-12-20 00:00:00;P-017;28;3
12875;2023-02-15 00:00:00;P-011;18;4
12876;2023-02-07 00:00:00; P-020 ;26;2
12877;2023-05-22 00:00:00;P-010;7;4
12878;2023-04-10 00:00:00;P-016;45;4
12879;2023-11-24 00:00:00;P-002;98;1
12880;2023-07-09 00:00:00;P-017;45;4
12881;2023-02-04 00:00:00;P-020;71;2
12882;27/05/2023;P-010;97;4
12883;2023-01-30 00:00:00;P-013;35;2
12884;2023-11-30 00:00:00;P-012;52;1
12885;25/03/2023;P-015;21;1
12886;2023-10-08 00:00:00; P-007 ;28;3
12887;10/12/2023;P-013;96;1
12888;2023-09-27 00:00:00;P-012;44;1
12889;2023-06-03 00:00:00;P-012;80;2
12890;2023-04-12 00:00:00; P-002 ;56;3
12891;03/08/2023; P-005 ;10;1
12892;30/05/2023;P-002;23;4
12893;2023-03-24 00:00:00; P-020 ;48;3
12894;2023-04-20 00:00:00;P-013;52;1
12895;02/10/2023;P-003;15;3
12896;2023-07-20 00:00:00;P-011;55;1
12897;2023-10-11 00:00:00;P-016;43;2
12898;2023-06-22 00:00:00;P-001;50;3
12899;2023-11-23 00:00:00;P-019;6;3
12900;2023-07-25 00:00:00;P-011;33;1
12901;04/03/2023;P-009;62;3
12902;2023-03-14 00:00:00;P-014;55;1
12903;2023-09-08 00:00:00;P-009;39;4
12904;2023-05-04 00:00:00;P-007;12;3
12905;2023-05-01 00:00:00;P-016;100;3
12906;2023-10-02 00:00:00; P-003 ;31;2
12907;2023-04-30 00:00:00;P-019;74;2
12908;2023-11-13 00:00:00;P-004;53;3
12909;2023-06-13 00:00:00; P-007 ;34;2
12910;2023-10-13 00:00:00;P-012;41;3
12911;22/09/2023;P-018;10;1
12912;2023-11-16 00:00:00;P-005;52;3
12913;10/06/2023;P-010;75;3
12914;2023-11-04 00:00:00; P-012 ;57;4
12915;2023-03-30 00:00:00; P-008 ;78;2
12916;22/05/2023;P-019;3;2
12917;2023-07-22 00:00:00;P-015;57;4
12918;2023-11-05 00:00:00;P-001;33;1
12919;2023-08-15 00:00:00;P-003;7;1
12920;30/11/2023;P-018;4;1
12921;2023-08-10 00:00:00;P-018;39;4
12922;10/02/2023;P-002;48;3
12923;2023-07-15 00:00:00; P-005 ;74;1
12924;2023-03-09 00:00:00;P-001;79;1
12925;2023-09-21 00:00:00;P-010;16;4
12926;02/01/2023;P-020;38;2
12927;2023-12-27 00:00:00;P-010;4;4
12928;2023-05-05 00:00:00;P-005;4;2
12929;20/04/2023; P-018 ;100;1
12930;27/03/2023;P-015;27;1
12931;30/04/2023;P-020;86;3
12932;2023-05-07 00:00:00;P-008;86;3
12933;2023-09-12 00:00:00;P-017;17;2
12934;02/07/2023;P-012;98;1
12935;2023-01-16 00:00:00; P-012 ;96;1
12936;03/03/2023;P-001;70;4
12937;2023-06-07 00:00:00;P-004;54;1
12938;2023-09-25 00:00:00;P-008;97;1
12939;2023-02-04 00:00:00;P-001;8;4
12940;2023-09-24 00:00:00;P-015;53;4
12941;2023-03-05 00:00:00;P-018;100;1
12942;19/02/2023;P-001;5;3
12943;12/09/2023;P-011;69;3
12944;2023-05-29 00:00:00;P-002;47;1
12945;2023-11-21 00:00:00;P-001;74;3
12946;2023-10-31 00:00:00;P-012;40;4
12947;2023-10-03 00:00:00;P-016;7;3
12948;23/12/2023;P-010;12;1
12949;2023-06-21 00:00:00;P-018;94;3
12950;2023-07-20 00:00:00;P-015;25;1
12951;2023-11-20 00:00:00; P-017 ;28;3
12952;2023-02-04 00:00:00;P-010;43;1
12953;04/08/2023;P-003;77;1
12954;06/03/2023;P-016;47;3
12955;2023-01-08 00:00:00;P-006;49;3
12956;2023-10-28 00:00:00;P-003;86;4
12957;2023-12-09 00:00:00; P-009 ;54;2
12958;2023-11-28 00:00:00;P-011;18;1
12959;2023-03-17 00:00:00;P-013;27;1
12960;23/06/2023;P-018;72;1
12961;16/02/2023;P-004;6;1
12962;15/01/2023;P-008;75;3
12963;2023-12-27 00:00:00;P-013;93;3
12964;2023-05-27 00:00:00;P-010;69;2
12965;2023-01-26 00:00:00;P-002;71;1
12966;04/11/2023;P-008;22;2
12967;2023-04-03 00:00:00; P-006 ;59;4
12968;2023-08-20 00:00:00; P-016 ;47;2
12969;21/01/2023;P-018;68;2
12970;2023-11-03 00:00:00;P-017;32;4
12971;07/02/2023;P-006;83;4
12972;03/10/2023;P-013;97;2
12973;2023-06-06 00:00:00;P-014;1;4
12974;2023-06-28 00:00:00;P-010;54;2
12975;2023-05-12 00:00:00; P-011 ;46;3
12976;07/11/2023;P-013;41;3
12977;2023-12-14 00:00:00; P-012 ;41;2
12978;28/01/2023;P-009;8;4
12979;2023-09-17 00:00:00;P-004;32;4
12980;2023-03-17 00:00:00;P-007;30;3
12981;08/03/2023;P-002;46;3
12982;08/12/2023;P-007;92;4
12983;2023-07-13 00:00:00;P-009;52;4
12984;2023-06-11 00:00:00;P-005;96;4
12985;2023-12-13 00:00:00;P-015;89;4
12986;2023-12-27 00:00:00;P-018;98;2
12987;2023-09-14 00:00:00;P-004;61;4
12988;13/03/2023;P-019;97;3
12989;2023-03-28 00:00:00; P-020 ;13;3
12990;19/09/2023;P-007;89;1
12991;02/08/2023;P-008;40;4
12992;2023-06-02 00:00:00;P-017;61;2
12993;2023-07-29 00:00:00; P-013 ;44;1
12994;02/03/2023;P-011;62;1
12995;2023-09-25 00:00:00;P-001;44;2
12996;2023-09-19 00:00:00;P-002;48;1
12997;2023-08-06 00:00:00; P-017 ;74;1
12998;10/10/2023;P-005;59;3
12999;2023-05-16 00:00:00; P-006 ;57;1
13000;28/12/2023;P-007;95;2
13001;03/04/2023;P-015;11;4
13002;19/04/2023;P-019;25;4
13003;2023-08-29 00:00:00; P-016 ;61;4
13004;2023-12-21 00:00:00;P-013;46;3
13005;2023-05-22 00:00:00;P-005;54;3
13006;2023-10-18 00:00:00;P-003;34;3
13007;25/08/2023;P-003;84;2
13008;2023-12-06 00:00:00;P-019;7;4
13009;08/11/2023;P-014;97;2
13010;26/06/2023;P-016;62;2
13011;2023-05-21 00:00:00;P-017;57;1
13012;2023-07-08 00:00:00;P-004;99;4
13013;2023-02-18 00:00:00;P-013;93;1
13014;2023-10-29 00:00:00; P-008 ;76;3
13015;09/07/2023;P-019;5;3
13016;2023-05-16 00:00:00; P-005 ;76;2
13017;2023-02-12 00:00:00; P-002 ;93;2
13018;19/12/2023;P-015;35;1
13019;2023-03-31 00:00:00; P-002 ;84;1
13020;2023-10-22 00:00:00;P-011;37;2
13021;2023-12-07 00:00:00; P-013 ;60;4
13022;02/09/2023;P-010;65;2
13023;11/07/2023; P-003 ;16;4
13024;14/11/2023; P-005 ;30;1
13025;2023-04-16 00:00:00;P-003;73;3
13026;2023-12-29 00:00:00;P-006;42;3
13027;06/11/2023;P-013;61;1
13028;2023-08-21 00:00:00;P-010;74;1
13029;22/09/2023;P-019;77;3
13030;10/12/2023;P-008;48;4
13031;2023-02-06 00:00:00;P-018;62;1
13032;2023-11-01 00:00:00;P-003;84;4
13033;2023-02-10 00:00:00;P-017;93;4
13034;2023-01-17 00:00:00; P-008 ;64;3
13035;2023-12-10 00:00:00;P-010;57;4
13036;2023-10-04 00:00:00;P-002;68;3
13037;2023-11-03 00:00:00;P-012;46;1
13038;2023-02-28 00:00:00;P-006;28;2
13039;2023-07-02 00:00:00;P-002;77;2
13040;2023-02-10 00:00:00;P-003;3;2
13041;08/02/2023;P-017;37;2
13042;2023-07-11 00:00:00;P-007;48;2
13043;2023-09-24 00:00:00; P-005 ;19;2
13044;27/05/2023;P-001;92;4
13045;2023-11-29 00:00:00;P-008;83;4
13046;2023-05-07 00:00:00;P-012;17;2
13047;2023-02-15 00:00:00; P-014 ;82;1
13048;2023-02-14 00:00:00;P-016;82;1
13049;01/01/2023;P-010;87;4
13050;2023-06-17 00:00:00; P-015 ;40;4
13051;18/04/2023;P-015;50;2
13052;2023-01-19 00:00:00;P-010;73;1
13053;2023-11-28 00:00:00;P-007;29;3
13054;2023-03-13 00:00:00;P-003;51;2
13055;2023-04-19 00:00:00; P-002 ;42;4
13056;25/09/2023;P-006;29;4
13057;2023-08-28 00:00:00; P-009 ;66;4
13058;28/10/2023; P-010 ;17;3
13059;2023-03-31 00:00:00; P-004 ;31;1
13060;2023-04-13 00:00:00;P-003;92;4
13061;2023-09-07 00:00:00;P-009;52;2
13062;08/01/2023;P-017;39;3
13063;2023-06-02 00:00:00;P-014;60;1
13064;13/12/2023;P-010;94;2
13065;2023-06-23 00:00:00; P-013 ;99;2
13066;2023-12-09 00:00:00;P-012;51;3
13067;07/06/2023;P-001;84;3
13068;03/08/2023;P-019;16;3
13069;2023-06-26 00:00:00;P-019;98;4
13070;2023-06-24 00:00:00; P-006 ;14;1
13071;2023-12-06 00:00:00;P-013;90;4
13072;04/12/2023;P-019;84;3
13073;2023-05-26 00:00:00;P-013;42;3
13074;2023-11-20 00:00:00; P-004 ;51;3
13075;2023-06-10 00:00:00;P-002;24;4
13076;07/05/2023; P-015 ;82;2
13077;2023-03-23 00:00:00;P-012;43;3
13078;2023-05-27 00:00:00;P-007;73;4
13079;2023-08-27 00:00:00;P-020;19;3
13080;25/03/2023; P-018 ;84;4
13081;2023-04-23 00:00:00;P-013;61;1
13082;13/08/2023;P-017;94;1
13083;28/11/2023;P-004;63;4
13084;2023-08-31 00:00:00;P-014;26;3
13085;2023-05-23 00:00:00;P-020;95;4
13086;10/02/2023;P-013;35;1
13087;2023-09-15 00:00:00; P-003 ;67;4
13088;2023-10-12 00:00:00;P-018;56;1
13089;15/04/2023;P-014;40;1
13090;2023-07-21 00:00:00;P-015;29;2
13091;2023-11-03 00:00:00;P-003;6;3
13092;2023-11-27 00:00:00;P-001;52;4
13093;2023-09-23 00:00:00;P-017;1;3
13094;2023-07-29 00:00:00;P-003;52;3
13095;20/02/2023;P-014;24;1
13096;2023-04-28 00:00:00;P-003;34;1
13097;2023-07-20 00:00:00;P-013;7;4
13098;08/02/2023;P-015;75;4
13099;2023-01-28 00:00:00;P-018;11;4
13100;16/09/2023;P-014;36;1
13101;2023-03-25 00:00:00;P-003;20;2
13102;04/06/2023;P-019;63;4
13103;2023-04-27 00:00:00;P-008;80;1
13104;2023-01-02 00:00:00; P-004 ;63;2
13105;2023-04-03 00:00:00;P-004;69;3
13106;2023-06-15 00:00:00;P-019;88;1
13107;2023-12-16 00:00:00;P-011;30;4
13108;2023-10-23 00:00:00; P-001 ;30;4
13109;15/09/2023;P-008;97;2
13110;2023-03-22 00:00:00; P-015 ;84;2
13111;25/09/2023;P-001;22;1
13112;23/08/2023; P-007 ;61;2
13113;2023-11-17 00:00:00;P-020;21;1
13114;2023-11-07 00:00:00;P-020;37;2
13115;2023-10-28 00:00:00;P-011;27;3
13116;2023-12-23 00:00:00;P-014;35;4
13117;01/08/2023;P-016;38;4
13118;2023-03-03 00:00:00; P-014 ;60;3
13119;2023-02-18 00:00:00;P-012;70;4
13120;2023-05-07 00:00:00;P-017;32;4
13121;2023-08-11 00:00:00;P-014;80;4
13122;2023-10-06 00:00:00;P-010;92;4
13123;2023-10-21 00:00:00;P-014;80;3
13124;2023-10-11 00:00:00; P-018 ;27;1
13125;2023-10-04 00:00:00;P-009;3;4
13126;17/04/2023; P-017 ;49;3
13127;2023-05-26 00:00:00;P-006;85;4
13128;2023-04-09 00:00:00;P-008;30;3
13129;2023-03-14 00:00:00;P-013;22;3
13130;2023-05-02 00:00:00; P-018 ;19;1
13131;30/01/2023;P-005;31;2
13132;2023-07-07 00:00:00;P-006;20;1
13133;30/12/2023;P-019;19;1
13134;20/12/2023;P-004;2;4
13135;2023-10-15 00:00:00;P-007;40;3
13136;2023-07-14 00:00:00;P-004;39;2
13137;05/06/2023;P-011;91;3
13138;21/06/2023;P-012;72;4
13139;01/12/2023; P-014 ;54;3
13140;10/02/2023; P-013 ;27;4
13141;04/03/2023;P-010;79;1
13142;2023-01-23 00:00:00; P-018 ;12;1
13143;2023-12-26 00:00:00; P-016 ;78;4
13144;2023-03-16 00:00:00;P-005;71;1
13145;2023-02-17 00:00:00;P-008;17;3
13146;09/06/2023;P-014;90;2
13147;2023-11-09 00:00:00;P-005;84;2
13148;28/04/2023;P-008;10;3
13149;2023-04-10 00:00:00;P-006;19;2
13150;16/06/2023;P-016;82;3
13151;2023-10-17 00:00:00; P-004 ;30;4
13152;2023-06-05 00:00:00;P-012;30;2
13153;2023-01-07 00:00:00;P-011;25;4
13154;15/07/2023; P-003 ;88;4
13155;2023-02-25 00:00:00;P-012;74;3
13156;2023-11-17 00:00:00;P-005;66;2
13157;12/07/2023;P-006;96;1
13158;2023-02-16 00:00:00;P-019;35;1
13159;2023-05-28 00:00:00;P-018;51;1
13160;02/10/2023;P-016;71;1
13161;2023-06-06 00:00:00;P-011;71;3
13162;2023-07-21 00:00:00;P-005;27;4
13163;2023-05-06 00:00:00;P-009;10;2
13164;01/11/2023;P-003;97;3
13165;2023-10-21 00:00:00;P-008;43;1
13166;2023-03-05 00:00:00;P-006;55;2
13167;21/11/2023;P-004;71;3
13168;2023-06-25 00:00:00;P-012;6;4
13169;26/04/2023; P-012 ;6;1
13170;2023-07-23 00:00:00; P-016 ;77;2
13171;17/11/2023;P-010;48;2
13172;2023-01-31 00:00:00;P-014;77;1
13173;23/04/2023;P-013;2;4
13174;2023-12-31 00:00:00; P-009 ;83;1
13175;21/11/2023;P-007;51;4
13176;2023-12-10 00:00:00;P-012;61;2
13177;2023-03-08 00:00:00; P-005 ;19;1
13178;2023-03-16 00:00:00; P-018 ;2;4
13179;2023-02-14 00:00:00; P-004 ;51;4
13180;2023-09-17 00:00:00; P-002 ;26;3
13181;03/06/2023; P-003 ;70;4
13182;2023-06-04 00:00:00;P-012;20;1
13183;2023-12-29 00:00:00;P-003;23;1
13184;2023-08-22 00:00:00;P-004;54;4
13185;2023-02-20 00:00:00;P-006;15;1
13186;2023-11-02 00:00:00;P-012;6;2
13187;19/09/2023; P-019 ;92;2
13188;2023-11-11 00:00:00;P-010;35;1
13189;2023-05-05 00:00:00;P-001;75;4
13190;2023-09-02 00:00:00;P-017;8;2
13191;2023-01-30 00:00:00;P-016;57;4
13192;02/05/2023;P-009;50;1
13193;2023-05-05 00:00:00;P-009;49;3
13194;2023-02-06 00:00:00;P-009;88;2
13195;19/06/2023;P-012;21;1
13196;04/05/2023;P-009;36;2
13197;23/12/2023;P-015;71;4
13198;2023-02-04 00:00:00;P-002;69;3
13199;2023-03-28 00:00:00;P-011;58;3
13200;14/05/2023;P-011;63;1
13201;2023-07-15 00:00:00;P-008;93;2
13202;01/10/2023;P-006;16;3
13203;2023-07-20 00:00:00;P-020;6;2
13204;2023-10-12 00:00:00; P-007 ;78;4
13205;2023-03-18 00:00:00;P-003;52;4
13206;28/02/2023; P-008 ;2;1
13207;2023-05-06 00:00:00;P-018;89;3
13208;2023-04-19 00:00:00;P-017;95;3
13209;12/08/2023; P-011 ;77;2
13210;05/10/2023; P-002 ;18;4
13211;2023-03-09 00:00:00;P-019;81;3
13212;10/03/2023;P-007;92;1
13213;14/06/2023;P-018;76;1
13214;2023-11-01 00:00:00;P-008;35;3
13215;2023-06-11 00:00:00; P-014 ;86;1
13216;2023-12-31 00:00:00;P-007;39;3
13217;08/12/2023; P-004 ;1;3
13218;05/11/2023;P-017;37;3
13219;2023-12-09 00:00:00;P-005;21;3
13220;2023-02-11 00:00:00;P-012;1;2
13221;2023-12-20 00:00:00;P-009;4;3
13222;2023-04-19 00:00:00; P-020 ;96;1
13223;20/02/2023; P-013 ;58;4
13224;07/09/2023; P-018 ;1;2
13225;07/12/2023;P-020;13;4
13226;2023-01-21 00:00:00;P-009;46;4
13227;27/10/2023;P-004;47;4
13228;2023-05-19 00:00:00;P-008;81;4
13229;2023-12-25 00:00:00; P-001 ;76;4
13230;20/11/2023; P-017 ;7;1
13231;2023-04-02 00:00:00; P-009 ;51;3
13232;2023-10-07 00:00:00; P-020 ;3;1
13233;2023-05-05 00:00:00;P-013;50;2
13234;2023-04-21 00:00:00;P-002;26;1
13235;2023-12-20 00:00:00;P-013;31;2
13236;2023-05-19 00:00:00; P-009 ;100;3
13237;2023-09-30 00:00:00;P-020;62;4
13238;2023-04-09 00:00:00; P-006 ;26;3
13239;2023-09-09 00:00:00;P-001;67;1
13240;2023-12-04 00:00:00;P-005;55;1
13241;14/04/2023;P-003;28;3
13242;2023-08-02 00:00:00;P-004;44;3
13243;2023-09-06 00:00:00;P-001;81;1
13244;2023-06-01 00:00:00;P-014;38;3
13245;2023-09-07 00:00:00;P-009;30;2
13246;02/10/2023;P-004;66;2
13247;2023-06-14 00:00:00;P-018;8;1
13248;07/12/2023;P-014;14;1
13249;2023-01-08 00:00:00; P-004 ;99;3
13250;2023-10-11 00:00:00;P-010;62;3
13251;2023-01-05 00:00:00;P-003;75;4
13252;2023-05-25 00:00:00;P-007;63;2
13253;2023-04-11 00:00:00;P-010;79;1
13254;2023-06-13 00:00:00; P-013 ;66;1
13255;2023-05-27 00:00:00;P-004;96;1
13256;2023-03-05 00:00:00;P-018;40;1
13257;2023-04-01 00:00:00;P-011;13;4
13258;2023-04-27 00:00:00; P-004 ;17;2
13259;2023-12-20 00:00:00;P-014;15;4
13260;2023-09-24 00:00:00;P-018;33;2
13261;06/11/2023; P-008 ;16;1
13262;2023-06-22 00:00:00;P-010;13;2
13263;16/02/2023; P-005 ;86;1
13264;20/05/2023;P-007;23;4
13265;03/09/2023;P-012;36;2
13266;2023-05-29 00:00:00;P-003;43;3
13267;2023-09-03 00:00:00;P-004;50;2
13268;2023-01-05 00:00:00;P-010;74;1
13269;03/07/2023;P-004;81;3
13270;2023-01-20 00:00:00;P-015;94;1
13271;2023-02-15 00:00:00;P-010;13;3
13272;12/01/2023;P-016;30;3
13273;2023-03-11 00:00:00; P-015 ;57;2
13274;2023-01-17 00:00:00;P-019;30;2
13275;2023-05-27 00:00:00;P-020;71;3
13276;03/06/2023; P-019 ;10;3
13277;2023-10-31 00:00:00;P-018;99;3
13278;2023-04-18 00:00:00;P-012;66;1
13279;2023-08-24 00:00:00;P-016;94;2
13280;2023-11-04 00:00:00;P-001;83;1
13281;2023-12-18 00:00:00; P-016 ;39;2
13282;2023-03-11 00:00:00;P-002;37;4
13283;2023-07-02 00:00:00;P-015;3;1
13284;2023-09-07 00:00:00;P-007;89;2
13285;2023-08-16 00:00:00; P-001 ;34;3
13286;12/04/2023;P-005;86;3
13287;2023-03-16 00:00:00; P-010 ;38;2
13288;04/08/2023;P-004;14;3
13289;2023-07-22 00:00:00;P-014;64;3
13290;2023-07-11 00:00:00; P-013 ;39;4
13291;2023-09-06 00:00:00;P-001;54;4
13292;2023-08-30 00:00:00;P-016;2;4
13293;28/06/2023;P-009;96;1
13294;07/08/2023;P-016;43;4
13295;2023-03-23 00:00:00;P-019;53;4
13296;02/04/2023;P-015;3;4
13297;2023-06-24 00:00:00;P-014;41;2
13298;27/08/2023;P-020;8;3
13299;2023-09-17 00:00:00;P-010;90;2
13300;2023-12-31 00:00:00;P-012;96;4
13301;2023-06-12 00:00:00;P-001;75;1
13302;2023-02-17 00:00:00; P-017 ;63;2
13303;2023-11-25 00:00:00;P-009;65;4
13304;2023-11-24 00:00:00;P-019;79;1
13305;2023-04-26 00:00:00;P-018;4;1
13306;2023-12-03 00:00:00;P-007;68;1
13307;03/12/2023; P-009 ;92;3
13308;2023-08-13 00:00:00;P-012;10;1
13309;2023-12-18 00:00:00;P-007;75;4
13310;24/11/2023;P-014;50;2
13311;2023-05-27 00:00:00;P-015;23;2
13312;2023-03-04 00:00:00;P-015;61;4
13313;2023-10-21 00:00:00; P-006 ;47;3
13314;19/11/2023; P-014 ;3;3
13315;21/11/2023;P-002;17;1
13316;13/01/2023; P-008 ;22;4
13317;2023-07-08 00:00:00; P-013 ;91;1
13318;2023-10-14 00:00:00;P-006;16;1
13319;27/07/2023;P-005;80;4
13320;2023-04-24 00:00:00;P-005;3;3
13321;22/01/2023; P-001 ;52;3
13322;15/12/2023;P-009;33;2
13323;02/08/2023;P-006;42;4
13324;2023-06-20 00:00:00;P-020;2;1
13325;2023-11-19 00:00:00;P-007;39;4
13326;2023-02-23 00:00:00;P-009;46;1
13327;2023-10-25 00:00:00;P-005;48;2
13328;2023-11-16 00:00:00;P-014;27;2
13329;06/05/2023;P-005;15;2
13330;04/10/2023;P-008;7;2
13331;2023-07-23 00:00:00;P-007;57;1
13332;2023-07-13 00:00:00;P-013;42;3
13333;2023-06-18 00:00:00; P-013 ;9;1
13334;01/06/2023;P-008;6;2
13335;2023-02-04 00:00:00;P-011;57;3
13336;2023-07-03 00:00:00;P-018;76;4
13337;13/10/2023;P-019;30;1
13338;2023-02-26 00:00:00;P-006;55;4
13339;10/08/2023; P-002 ;84;2
13340;2023-10-30 00:00:00;P-013;84;4
13341;2023-06-12 00:00:00; P-011 ;54;3
13342;19/01/2023;P-001;27;3
13343;21/09/2023;P-002;84;3
13344;2023-10-09 00:00:00;P-017;59;1
13345;23/04/2023;P-008;7;4
13346;23/11/2023;P-002;40;4
13347;2023-01-30 00:00:00;P-006;94;4
13348;2023-05-15 00:00:00;P-005;72;2
13349;2023-03-08 00:00:00;P-016;2;1
13350;2023-03-06 00:00:00; P-008 ;14;1
13351;19/10/2023;P-019;10;4
13352;25/01/2023;P-016;50;1
13353;2023-02-06 00:00:00;P-013;18;4
13354;01/01/2023;P-020;18;4
13355;06/02/2023;P-007;16;4
13356;21/05/2023;P-016;52;3
13357;2023-08-20 00:00:00;P-016;69;2
13358;16/05/2023;P-012;52;1
13359;2023-07-07 00:00:00;P-014;31;2
13360;2023-05-08 00:00:00; P-018 ;84;3
13361;2023-07-20 00:00:00;P-018;23;1
13362;2023-05-07 00:00:00;P-016;96;4
13363;2023-09-14 00:00:00;P-020;42;2
13364;2023-06-13 00:00:00;P-016;81;3
13365;2023-02-04 00:00:00; P-013 ;62;1
13366;2023-07-13 00:00:00;P-009;77;1
13367;2023-07-10 00:00:00;P-009;50;2
13368;2023-04-14 00:00:00;P-013;77;2
13369;2023-01-23 00:00:00;P-004;81;1
13370;22/09/2023;P-009;15;1
13371;2023-10-17 00:00:00;P-015;90;3
13372;2023-09-17 00:00:00;P-014;44;4
13373;2023-12-24 00:00:00;P-019;92;4
13374;2023-03-16 00:00:00;P-012;42;3
13375;21/12/2023; P-006 ;45;1
13376;2023-03-13 00:00:00;P-003;94;2
13377;2023-09-16 00:00:00;P-020;35;2
13378;2023-07-07 00:00:00;P-016;22;1
13379;2023-06-22 00:00:00;P-020;74;3
13380;2023-10-17 00:00:00;P-017;75;1
13381;2023-02-14 00:00:00;P-016;38;2
13382;02/03/2023;P-006;97;1
13383;2023-03-24 00:00:00;P-008;70;1
13384;2023-05-03 00:00:00;P-019;64;3
13385;24/12/2023;P-002;7;4
13386;16/01/2023;P-014;44;2
13387;07/03/2023;P-012;76;2
13388;2023-05-25 00:00:00;P-017;7;1
13389;2023-06-11 00:00:00;P-015;66;2
13390;2023-08-22 00:00:00;P-018;60;2
13391;24/05/2023;P-016;1;4
13392;2023-12-24 00:00:00;P-013;62;2
13393;2023-07-07 00:00:00;P-017;87;2
13394;2023-11-18 00:00:00;P-008;89;3
13395;2023-01-13 00:00:00; P-001 ;18;3
13396;2023-07-03 00:00:00;P-003;7;3
13397;2023-04-21 00:00:00;P-016;54;3
13398;17/10/2023;P-002;67;3
13399;2023-10-22 00:00:00;P-015;93;4
13400;2023-08-03 00:00:00;P-001;10;2
13401;30/04/2023;P-009;61;1
13402;2023-02-24 00:00:00;P-016;59;4
13403;27/01/2023; P-004 ;59;1
13404;2023-04-28 00:00:00;P-012;69;3
13405;09/08/2023;P-001;63;2
13406;19/08/2023; P-001 ;98;3
13407;22/02/2023; P-007 ;8;4
13408;2023-10-22 00:00:00;P-018;78;1
13409;2023-11-17 00:00:00;P-015;55;2
13410;2023-08-21 00:00:00; P-013 ;6;4
13411;07/06/2023;P-016;1;4
13412;26/09/2023;P-007;56;2
13413;21/01/2023;P-016;97;2
13414;22/02/2023;P-013;75;4
13415;02/10/2023; P-014 ;88;1
13416;2023-11-09 00:00:00;P-017;10;1
13417;08/10/2023;P-012;23;4
13418;2023-08-02 00:00:00;P-020;16;4
13419;2023-01-31 00:00:00; P-013 ;16;3
13420;2023-12-03 00:00:00;P-020;56;3
13421;2023-07-02 00:00:00;P-015;95;1
13422;23/01/2023;P-004;6;3
13423;2023-02-01 00:00:00;P-002;30;1
13424;15/03/2023;P-018;63;2
13425;2023-01-10 00:00:00;P-002;1;3
13426;23/02/2023; P-015 ;51;1
13427;21/02/2023; P-019 ;89;1
13428;2023-05-28 00:00:00;P-015;46;4
13429;2023-06-09 00:00:00; P-020 ;21;1
13430;14/01/2023;P-010;99;3
13431;27/06/2023;P-020;38;4
13432;22/02/2023;P-011;69;4
13433;2023-12-01 00:00:00;P-010;63;3
13434;2023-01-22 00:00:00;P-005;50;2
13435;30/01/2023;P-009;12;3
13436;2023-07-10 00:00:00;P-020;69;3
13437;2023-09-17 00:00:00;P-019;73;4
13438;2023-07-24 00:00:00; P-013 ;44;3
13439;2023-02-28 00:00:00; P-018 ;52;2
13440;21/09/2023;P-017;9;2
13441;2023-01-12 00:00:00;P-006;99;2
13442;2023-04-29 00:00:00;P-010;65;4
13443;17/10/2023;P-002;10;3
13444;04/12/2023; P-006 ;46;1
13445;2023-09-05 00:00:00;P-013;100;3
13446;2023-12-20 00:00:00;P-018;58;2
13447;2023-05-07 00:00:00;P-007;37;3
13448;16/03/2023; P-002 ;52;4
13449;2023-12-27 00:00:00;P-014;99;3
13450;2023-07-23 00:00:00;P-005;81;4
13451;2023-02-18 00:00:00;P-018;13;1
13452;2023-03-20 00:00:00;P-011;6;1
13453;2023-08-29 00:00:00;P-010;58;4
13454;2023-12-15 00:00:00; P-011 ;48;3
13455;2023-06-03 00:00:00;P-002;32;2
13456;2023-10-01 00:00:00;P-015;11;4
13457;2023-04-06 00:00:00; P-007 ;81;3
13458;2023-08-02 00:00:00;P-009;5;3
13459;2023-10-21 00:00:00;P-005;6;3
13460;28/07/2023; P-007 ;74;2
13461;2023-12-09 00:00:00;P-020;97;2
13462;2023-03-29 00:00:00;P-002;94;2
13463;2023-11-02 00:00:00; P-003 ;21;4
13464;2023-09-21 00:00:00;P-002;42;4
13465;2023-11-21 00:00:00;P-019;81;2
13466;2023-11-16 00:00:00;P-004;27;4
13467;06/06/2023;P-020;3;2
13468;05/06/2023;P-007;60;4
13469;2023-05-19 00:00:00;P-007;93;3
13470;2023-05-01 00:00:00;P-017;66;2
13471;06/03/2023;P-019;93;4
13472;17/04/2023; P-016 ;49;3
13473;27/05/2023;P-003;100;3
13474;2023-05-17 00:00:00;P-015;34;4
13475;2023-06-11 00:00:00;P-014;37;3
13476;10/04/2023; P-015 ;42;1
13477;2023-12-04 00:00:00;P-014;65;2
13478;2023-11-03 00:00:00;P-007;60;2
13479;2023-05-21 00:00:00;P-003;90;3
13480;2023-03-24 00:00:00;P-017;1;4
13481;2023-06-26 00:00:00; P-010 ;59;1
13482;2023-07-17 00:00:00;P-015;4;4
13483;2023-04-22 00:00:00;P-006;14;2
13484;25/02/2023;P-017;18;3
13485;2023-06-28 00:00:00;P-017;34;1
13486;2023-07-05 00:00:00;P-014;1;3
13487;2023-08-06 00:00:00;P-018;53;1
13488;2023-11-12 00:00:00;P-005;22;3
13489;05/08/2023;P-008;80;4
